id,display_name,display_name_alternatives,orcid
A5059909805,Adam Batkin,Adam Batkin,
A5060106924,F. M. Eger,F. M. Eger,
A5060111310,Evis Havari,Evis Havari; E Havari,
A5060311612,Barbara Yu Fong Wan,Barbara Yu Fong Wan; B. Y.‐F. WAN,
A5060341858,Petra Munih,Petra Munih,
A5060442249,Jenna DeFrancisco,Jenna DeFrancisco,
A5060448142,Unda Ioana Crisan,Unda Ioana Crisan,
A5060523952,Raphael J. Turra,Raphael J. Turra; R. Turra,
A5060742420,Rafael Saddi Teixeira,Rafael Saddi Teixeira,
A5060768033,R. Lechan,R. Lechan,
A5060849094,ALEX GARGER,ALEX GARGER; A. Garger,
A5060982585,James N. Brantner,James N. Brantner; James Brantner,
A5061056179,Lawrence Perlman,Lawrence Perlman,
A5061063604,Minlee Kim,Minlee Kim,
A5061133259,Brendan Halstead,Brendan Halstead,
A5061141260,Sonia Gloss,Sonia Gloss,
A5061173849,J Hoglen,J Hoglen,
A5061343717,Marc Bezpalko,Marc Bezpalko,
A5061441023,Reissa Gervasio,R. Gervasio; Reissa Gervasio,
A5061494903,A. James Lee,A. James Lee,
A5062117481,Rey M. Aguilar,Rey M. Aguilar,
A5062206517,Wanping Zeng,W. Zeng; Wanping Zeng,https://orcid.org/0009-0005-2492-3162
A5062317724,Irv Epstein,Irv Epstein,
A5062553540,Alex Duarte,Alex Duarte,https://orcid.org/0000-0002-5809-7154
A5062747288,Karen E. Waldron,Karen E. Waldron,
A5063080002,Theodore Chelmow,Theodore Chelmow,
A5063524910,Jennifer Vicinay,Jennifer Vicinay; J. Vicinay,
A5063635135,Y Sheline,Y Sheline,
A5063775166,Maria Kulchyckyj,M. Kulchyckyj; Maria Kulchyckyj,
A5064085378,Larry E. Tetone,Larry E. Tetone,
A5064128030,Sofia Lavrentyeva,Sofia Lavrentyeva,https://orcid.org/0000-0003-0249-9696
A5064128930,E. K. Kaplan,E. K. Kaplan,
A5064315400,Anne P Carter,Anne P Carter,
A5064530008,George Peguero,George Peguero,
A5064544698,Albert Countryman,Albert Countryman,
A5064611713,Bohm Park,Bohm Park,
A5064772978,Sean Gerrish,Sean Gerrish,
A5065043395,Aaron Macks,A. Macks; Aaron Macks,https://orcid.org/0000-0003-0949-3545
A5065392374,Nathan Subrahmanian,Nathan Subrahmanian,https://orcid.org/0000-0003-3112-8253
A5065479713,Ellen C. Moran,Ellen C. Moran,
A5065496287,Manohar Wadke,M. Wadke; Manohar Wadke,
A5065501816,А. В. Душкин,Amy Dushkin; А. В. Душкин,
A5065617278,D Orr,D Orr,
A5065625149,L.S. Schussel,L.S. Schussel,
A5065703346,Leslie M. Lang,Leslie M. Lang; Leslie Lang,
A5066171537,Joseph Wachukta,Joseph Wachukta,
A5066455978,Hongyuan Qiu,Hongyuan Qiu,
A5066513494,J. J. Callahan,J. J. Callahan,
A5066756209,Michelle Simpson,Michelle Simpson,
A5066775241,S. Deser,S. Deser,
A5066822595,Changhan Xu,Changhan Xu,
A5067312626,Magda Olesiak,Magda Olesiak,
A5067366644,Adam C. Kaplan,Adam C. Kaplan,
A5067469107,Anna H. Hartmann,Anna H. Hartmann,
A5067547622,Stephen Alkins,Stephen Alkins,
A5067580998,James Ji,James Ji,
A5067817893,María Fernanda Cabezas,María Fernanda Cabezas; Maria Fernanda Cabezas,https://orcid.org/0000-0002-0384-6816
A5067939614,Philip Braunstein,Philip Braunstein,
A5068052798,J C Orr,JC Orr; J C Orr,
A5068735730,Helene Rand,Helene Rand; H. RAND,
A5068869311,F. Busa,F. Busa,
A5068919063,Lathel Rolle,L. Rolle; Lathel Rolle,https://orcid.org/0000-0003-0562-1781
A5069037945,A F Steinlauf,A F Steinlauf,
A5069293578,S.K. Nderitu,S.K. Nderitu,
A5069378362,Tally Kritzman Amir,Tally Kritzman Amir; Tally Amir,
A5069802319,Sydney J. Clifford,Sydney J. Clifford,
A5070040246,Borukhov Bensiin,Borukhov Bensiin; Bensiin Borukhov,
A5070218111,Deborah Wygal Mascioli,Deborah W. Mascioli; Deborah Wygal Mascioli,
A5070279723,Brooke Page Rosenbauer,Brooke Page Rosenbauer,
A5070663323,Brandon Hong,Brandon Hong,
A5070877758,J W Pierce,J W Pierce,
A5070963109,KG Rendahl,KG Rendahl,
A5071100014,Tifara Ramelson,Tifara Ramelson,
A5071166174,Molly O. Lorenz,Molly O. Lorenz; M. Lorenz,
A5071658104,David A. Bressler,David A. Bressler,
A5072126295,Nancy Brimlow,Nancy Brimlow,
A5072246587,Xiangchi Yuan,Xiangchi Yuan,https://orcid.org/0000-0001-5270-4817
A5072405134,Geoffrey P. Clarke,Geoffrey Clarke; Geoffrey P. Clarke,
A5073475985,Jessica Liebowitz,Jessica Liebowitz; J LIEBOWITZ,https://orcid.org/0000-0002-9601-5615
A5073552966,A-E. F. Nassar,A‐E. F. Nassar,
A5073685915,Anna Khazan,Anna Khazan,
A5073873427,Roger Khazan,Roger Khazan; R. Khazan,
A5074302974,Diane R. Hinton,Diane R. Hinton; D Hinton,
A5074373432,Baba Gang,Baba Gang,
A5074469625,Daniel A. Kenney,Daniel A. Kenney; Daniel Kenney,
A5074957860,Jamie S. Soohoo,Jamie S. Soohoo,
A5075261004,Zoey C. Keeley,Zoey C. Keeley,https://orcid.org/0000-0003-1468-6763
A5075291534,Ritika Saxena,Ritika Saxena,
A5075486211,Gyung -Hee Lee,Gyung ‐Hee Lee,
A5075583026,Jean Menary,Jean Menary,
A5075586185,Eliana Magnani,Eliana Magnani,
A5075673165,Ruoxue Wang,Ruoxue Wang,
A5075747614,Tatiana Loya González,Tatiana Loya González,
A5075820464,A. Bucheister,A. Bucheister,
A5076420222,Shula Reinharz,S Reinharz; Shula Reinharz,
A5076469098,Christian Kennett,Christian Kennett; C. J. Kennett,
A5076717915,Joseph S. Berliner,Joseph S. Berliner,
A5077021878,Staci Jill Rosenthal,Staci Rosenthal; Staci Jill Rosenthal,
A5077094279,Trevor Robbins,T. Robbins; Trevor Robbins,
A5077273411,Nancy Worth,Nancy Worth,
A5077370939,S. Y. LEE,S. Y. LEE,
A5077390510,Rachel Karpoff,Rachel Karpoff,
A5077451894,Nick Moran,Nick Moran,
A5077497118,Peter Allen Mansbach,Peter Allen Mansbach; P. Mansbach,
A5077886774,Paul Weene,Paul Weene,
A5077924606,Lana R. Penn,Lana R. Penn,
A5078005452,Karen T. Kane,Karen Kane; Karen T. Kane,
A5078400261,Bernice Zeldin,Bernice Zeldin,
A5078531030,John Shrecker,J. Shrecker; John Shrecker,
A5078552649,Eugenia Y Kiselgof,Eugenia Y Kiselgof; E. Y. KISELGOF,
A5078554405,Thomas Rossetti,Thomas Rossetti,
A5078559418,J. C. Corrette-Bennett,J. C. Corrette‐Bennett; J. Corrette‐Bennett,
A5078576112,Sama Ansari,Sama Ansari,
A5078611302,Sylvia W. Sirignano,Sylvia W. Sirignano,
A5078655321,Alexis A. Antracoli,Alexis A. Antracoli,
A5079095743,Eva Notis,Eva Notis,
A5079449245,Evie Notis,Evie Notis,
A5079513077,Eric Benzschawel,Eric Benzschawel,
A5079536472,Warren L. Fields,Warren L. Fields,
A5079998400,Y. Liu,Y. Liu,
A5080415835,Vishnu M. Vaidya,Vishnu M. Vaidya; V Vaidya,
A5080473286,J. Liken,J. Liken,
A5080867071,Jennifer Heymont,Jennifer Heymont,
A5081299949,Roxanne Dávila,Roxanne Dávila,
A5081495097,Daniel García Murillo,Daniel García Murillo,https://orcid.org/0000-0002-6802-4784
A5081503544,Mike Conjalka,M. CONJALKA; Mike Conjalka,
A5081677411,Ellen Liss,Ellen Liss; E. Liss,
A5081756218,Jieha Lee,Jieha Lee,
A5081759352,Ruifang Song,Ruifang Song,
A5081763882,Danielle Rand,Danielle Rand,
A5081797240,Ariel Libhaber,Ariel Libhaber,
A5082538688,Nora Weber,Nora Weber,
A5082680970,Yangrui Ma,Yangrui Ma,
A5083053944,Lewis L. Jacobs,Lewis L. Jacobs; L.L. Jacobs,
A5083372079,Gideon Mor,Gideon Mor,
A5083397089,Kirsten Rene,Kirsten Rene,
A5083453638,L. Balvay,L. Balvay,
A5083794158,Loni Rogers,Loni Rogers,
A5083919773,Charles A.T. Skeete,Charles A.T. Skeete,
A5084032736,Chong-Hyun Kim,Chong‐Hyun Kim,
A5084063211,Lucille Holljes Altschul,Lucille Holljes Altschul; LUCILLE ALTSCHUL,
A5084091789,Aviv Segal Morag,Aviv Segal Morag,
A5084111344,Aliza J. Schwartz,Aliza J. Schwartz,
A5084671087,Anant Onkar Bhasin,Anant O. Bhasin; Anant Onkar Bhasin,
A5084723605,Jan Obel,Jan Obel,
A5084834279,M.L. Coval,M.L. Coval,
A5085372462,Maria A. Valencia,Maria A. Valencia; Maria Valencia,
A5085484125,Karen Roth Geromini,Karen Roth Geromini,
A5085622546,Judy Sneath,Judy Sneath,
A5085916974,Mary J. Bularzik,Mary J. Bularzik,
A5085965438,Zizhang Chen,Zizhang Chen,
A5086061662,Carolyn K. Kotarski,Carolyn K. Kotarski; C. Kotarski,
A5086190689,Kimberly M. Prenda,Kimberly M. Prenda; K M Prenda,
A5086261290,Bryan K. Wang,Bryan K. Wang,
A5086399638,Hilary M. Yeo,Hilary M. Yeo,
A5086711749,Keiji Ibata,Keiji Ibata,
A5086989553,Cong Qiao,Cong Qiao,
A5087058938,Chun-Hsing Chen,Chun‐Hsing Chen; C.‐H. Chen,
A5087145172,Lila Kaminsky,Lila Kaminsky,
A5087517972,Michelle Bourdeau,Michelle Bourdeau,
A5087690709,D. Wang,D. Wang,
A5087962644,Philip J. Meldman,Philip J. Meldman,
A5087998698,William C. Gay,William C. Gay,
A5088285881,Alfred Harris,Alfred Harris,
A5088509422,B.L.A. Carter,B.L.A. Carter,
A5088692045,Philip Lessans,Philip Lessans,
A5088716818,Tay P. Ho,Tay P. Ho; T Ho,
A5088802607,Greg Petsko,Greg Petsko,
A5089421171,Tsoyue Sun,Tsoyue Sun,
A5089831582,Ian Moura,Ian Moura,
A5089911883,William Lenh,W. Lenh; William Lenh,
A5089988207,Tina M. Sherman,Tina M. Sherman,
A5090092396,Samuel G. Bates,Samuel Bates; Samuel G. Bates,
A5090162454,Gerald L. Showstack,Gerald L. Showstack,
A5090242038,Sarah G. Turk Karan,Sarah G. Turk Karan,
A5090377731,Richard Ea,Richard Ea; EA Richard,
A5090636743,M S Dushay,M S Dushay,
A5090637066,Robert M. Beauregard,Robert M. Beauregard,
A5090637236,Alessandra A. Hruschka,Alessandra A. Hruschka; Alessandra Hruschka,
A5090639781,Sebastian LaGambina,Sebastian LaGambina,
A5090863828,Doris J. Bates,Doris J. Bates; D. J. BATES,
A5090936835,Steven B. Bloomfield,Steven B. Bloomfield,
A5090944856,R J Konopka,R J Konopka,
A5091006524,Idum Reiten,Idum Reiten,
A5091043051,AT Farid,AT Farid,
A5091268801,Zhengyang Zhou,Zhengyang Zhou,https://orcid.org/0000-0002-4609-7448
A5091416517,Rusmir Musić,Rusmir Musić; Rusmir Music,
A5091664332,Madeline Piccione,Madeline Piccione,
A5091894646,S. Deser,S. Deser,
A5092225267,Trent Quist,Trent Quist,
A5092797726,Charmi Porwal,Charmi Porwal,
A5093047071,Jorge Golowash,Jorge Golowash,
A5093346469,Grace Berchtold,Grace Berchtold,https://orcid.org/0000-0003-4319-539X
A5093380920,Alexander J. B. Reading,Alexander J. B. Reading,
A5093393062,Nikolas Proskura,Nikolas Proskura,
A5093652951,Malcolm J. Blough,Malcolm J. Blough; Malcolm Blough,https://orcid.org/0000-0002-1799-6073
A5093732514,Kelsey Sikes,Kelsey Sikes,https://orcid.org/0009-0003-9711-920X
A5093769703,Olivia Leland,Olivia Leland,
A5093769704,Ashley Dodge,Ashley Dodge,https://orcid.org/0000-0003-1201-5237
A5094143708,Jan Schreiber,Jan Schreiber,
A5094191609,Nidhi Gadia,Nidhi Gadia,
A5094191610,Mansi Thumbar,Mansi Thumbar,
A5094349266,Larry Freidman,Larry Freidman,
A5094623153,Carl Shapiro,Carl Shapiro,
A5094630103,Glenn Colton,Glenn Colton,
A5094674677,Series Editors,Series Editors,
A5094710717,David Eisen-,David Eisen‐; David Eisen,
A5094848479,Anthony Eliot,Anthony Eliot; A Eliot,
A5094854852,H Kitto,H Kitto,
A5094900122,Anne Hegeman,Anne Hegeman,
A5095230472,Valerii Dymshits,Valerii Dymshits,
A5095283458,Gregg Gardner,Gregg Gardner,
A5095651056,Senthilnath Chetty,Senthilnath Chetty; S Chetty,
A5095961163,Jamie Wire,Jamie Wire,
A5096365614,Jacob A. Gehtman,Jacob A. Gehtman,
A5096885338,Emma Y. Gao,Emma Y. Gao,
A5096946833,Andrew G. Szent-Gy�rgyi,Andrew G. Szent‐Gy�rgyi,
A5097050872,not provided Michael Rosbash,not provided Michael Rosbash,
A5098166667,Marvin Meyers,Marvin Meyers,
A5098681878,Laura Grunenkovaite,Laura Grunenkovaite,
A5098784604,Joel Cutcher Gershenfeld,Joel Cutcher Gershenfeld; Joel Gershenfeld,
A5098790926,Joel Gershenfeld,Joel Gershenfeld,
A5099022526,Hailey R. Crane,Hailey R. Crane,
A5099378900,Robert Stacey,Robert Stacey,
A5099541079,R Kornberg,R Kornberg,
A5099541085,S Cockcroft,S Cockcroft,
A5099651368,Susan Savitch,Susan Savitch,
A5100232156,MSW Natasha Lynne Vogdes,MSW Natasha Lynne Vogdes,
A5100861636,Deborah Grant,Deborah Grant; DM Grant,
A5100880429,Yan Na Zhao,Yan Zhao; Yan Na Zhao,
A5100881351,L. Coffey,L. Coffey,
A5101064884,Xiao Chen,Xiao Chen; Chen Xiao,
A5102142355,C. Blocker,C. Blocker,
A5102292880,Leandro de Oliveira Royer,Leandro de Oliveira Royer,
A5102383569,Jenny Cheng,Jenny Cheng,
A5102473838,Kim Beyer,K Beyer; Kim Beyer,
A5102665121,Xicong Wang,Xicong Wang,
A5102819597,Roshni Ray,Roshni Ray,https://orcid.org/0009-0006-1923-0780
A5103071029,Brandon Singh,Brandon Singh,https://orcid.org/0009-0001-7895-0079
A5103369679,J. Bradley Morrison,J. Bradley Morrison; JohnT. Morrison,
A5103435068,Ester Bullitt,E S Bullitt; Ester Bullitt,
A5103498667,G. C. DIAZ DE DELGADO,Guillermo C. Delgado; G. C. DIAZ DE DELGADO,
A5103563486,Rebecca Miller,Rebecca Miller,
A5103608911,C. Blocker,C. Blocker,
A5104222656,Serena S. Chiu,Serena S. Chiu,
A5104282611,Pierre-Jean David,Pierre‐Jean David; P. A. David,
A5104310159,Andrew Rueda,Andrew Rueda,
A5104693882,Do ̈ppler,Do ̈ppler,
A5104694810,E Eberhart,E Eberhart,
A5104934438,Bernadette J. Brooten,Bernadette J. Brooten,
A5105041065,Francella Nicholas,Francella Nicholas,
A5105042053,Kontrogianni- Konstantopoulos Aikaterini,Kontrogianni‐ Konstantopoulos Aikaterini,
A5105043544,Argaman Liron,Argaman Liron,
A5105142507,N. Miladinovic,N. Miladinovic,
A5105178894,S. Gozpinar,S. Gozpinar,
A5105191429,J. I. Lamoureux,J. I. Lamoureux,
A5105237069,S. Behrends,S. Behrends,
A5105285194,R. F. Harr,R. F. Harr,
A5105364067,Eric Andrew Fitzgerald,Eric Andrew Fitzgerald,
A5105400654,Weixing Gu,Weixing Gu,
A5105542133,J. Samarati,J. Samarati,
A5105572343,J Chen,J Chen,
A5105573149,J. Chen,J. Chen,
A5105579894,G. Sciolla,G. Sciolla,
A5105617304,K. Uchida,K. Uchida,
A5105627772,S. Dhaliwal,S. Dhaliwal,
A5105629248,M. Nordberg,M. Nordberg,
A5105629297,Z.M. Schillaci,Z.M. Schillaci,
A5105630502,G. Sciolla,G. Sciolla,
A5105706910,S. Dhaliwal,S. Dhaliwal,
A5105709290,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5105871874,S. Solomon,S. Solomon,
A5105987834,Craig Blocker,Craig Blocker,
A5106092208,Leonard W. Poon,Leonard W. Poon,
A5106269612,Parker Olkowski,Parker Olkowski,
A5106346216,Ken Kirio,Ken Kirio,
A5106418525,Y. Morita,Y. Morita,
A5106748107,S. Mitsui,S. Mitsui,
A5107031008,GG Turrigiano,GG Turrigiano,
A5107232686,Ch. Amelung,Ch. Amelung,
A5107346259,S. Gozpinar,S. Gozpinar,
A5107365240,V. Boisvert,V. Boisvert,
A5107365257,F. Capocasa,F. Capocasa,
A5107397197,P. Buchholz,P. Buchholz,
A5107419674,Daria A. Nefedova,Daria A. Nefedova,
A5107606519,Shiji Valsan,Shiji Valsan,
A5107851392,Louis Bianchini,Louis Bianchini,
A5107855959,S. Gozpinar,S. Gozpinar,
A5107873838,P. Podberezko,P. Podberezko,
A5107886817,M Soares-Santos,M Soares‐Santos,
A5107910819,Z. M. Schillaci,Z. M. Schillaci,
A5107924124,Z. M. Schillaci,Z. M. Schillaci,
A5107924615,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5107929831,Z. M. Schillaci,Z. M. Schillaci,
A5107937191,V. Latonova,V. Latonova,
A5107939704,D. T. Zenger,D. T. Zenger,
A5108109533,K O'connor,K O'connor,
A5108136626,Simona Gargiulo,S. Gargiulo; Simona Gargiulo,
A5108138749,Z. M. Schillaci,Z. M. Schillaci,
A5108355684,S. Moed,S. Moed,
A5108505131,F. Chevallier,F. Chevallier,
A5108517604,Arthur M. Hanel,Arthur M. Hanel; A M Hanel,
A5108524321,THOMAS STERGAARD TANGE,THOMAS STERGAARD TANGE; Thomas ∅. Tange,
A5108776840,Joseph Sutton,Joseph Sutton; J S Sutton,
A5108949096,Mikki Lee,Mikki Lee,
A5109111221,Sharon Hewitt,Sharon Hewitt,
A5109121845,Jiao-Jie Li,Jiao‐Jie Li,
A5109170892,Adam Lawrence Glick,A. Glick; Adam Lawrence Glick,
A5109261419,Llavori Leonardo,Llavori Leonardo; L Leonardo,
A5109460146,Senthil Subbiah Kumar,S. Kumar; Senthil Subbiah Kumar,
A5109535037,Marian Schwartz,Marian Schwartz,
A5109543477,A.L. Heggelund,A.L. Heggelund,
A5109701265,Jeff Johnston,Jeff Johnston,
A5109762934,Sohjeong Kim,Sohjeong Kim; S. K. KIM,
A5110096128,KarenE. Fields,KarenE. Fields,
A5110159813,My Linh D. Nguyen,M Nguyen; My Linh D. Nguyen,
A5110163811,FRANK H. CHEN,Frank H Chen; FRANK H. CHEN,
A5110208142,Eduardo Galvez,E GALVEZ; Eduardo Galvez,
A5110513021,Matthew MacKenzie,M.J. Mackenzie; Matthew MacKenzie,
A5110556767,K. H Kwok,Kit Kwok; K. H Kwok,
A5110587205,Martha W. Krauss,Martha W. Krauss,
A5110823927,D.A. Wheeler,D.A. Wheeler,
A5110870978,Robert E. Cenczyk,Robert E. Cenczyk,
A5110873240,Joan Evans,Joan Evans; J. Evans,
A5110876710,Peter Meineck,Peter Meineck,
A5110899234,Myosin Holt,M. E. Holt; Myosin Holt,
A5111192491,Xinyi Ni,Xinyi Ni,
A5111252911,Shu Xin Ng,Shu Xin Ng,
A5111284136,Maria T. Madison,M. Madison; Maria T. Madison,
A5111386621,Dorothy Epstein,D. K. Epstein; Dorothy Epstein,
A5111407555,Dorothy Louise Read. Freifelder,Dorothy L.R. Freifelder; Dorothy Louise Read. Freifelder,
A5111433637,S. Rodier,S. Rodier,
A5111478010,John B. Currie,John B. Currie,
A5111591394,Christian D. Johnson,Christian D. Johnson,
A5111653562,William M. Goldsmith,William M. Goldsmith,
A5111857266,Tiao-Yin Lin,Tiao‐Yin Lin,
A5111879650,Kai-Hsuan Chu,Kai‐Hsuan Chu,
A5111901910,S. Zheng,S. Zheng,
A5112081060,S.J. Bernard Coughlin,S.J. Bernard Coughlin; Shaun Coughlin,
A5112094971,Dorsey Jones,D. L. Jones; Dorsey Jones,
A5112099667,L. Bianchini,L. Bianchini,
A5112244311,E. K. DOYLE,E. K. DOYLE; Erin Doyle,
A5112412540,Caitlin O. Slodden,C. Slodden; Caitlin O. Slodden,
A5112744464,David Elmer,David Elmer,
A5112761184,Wayne Mak,Wayne Mak; W. K. Mak,
A5112837375,D. Dodsworth,D. Dodsworth,
A5113269716,William Lau,William Lau,
A5113271215,Katelyn E Strauss,Katelyn Strauss; Katelyn E Strauss,
A5113319270,Justin Jin,Justin Jin,
A5113525436,Hai‐Peng Yang,Hai‐Peng Yang,
A5113623240,D. A. Stone,D. A. Stone,
A5113639839,J. W. Healy†,J. W. Healy†; Jess Healy,
A5113676137,Myai Le,Myai Le,
A5113677940,N. Miladinovic,N. Miladinovic,
A5113987561,S. Sevova,S. Sevova,
A5114166581,Qian L. Lei,Qian L. Lei,
A5114210174,Anna Marangoni,Anna Marangoni,
A5114285384,Areen Khalaila,Areen Khalaila,
A5114328821,Keren Bobilev,Keren Bobilev,
A5114668345,Elena Soranno,Elena Soranno,
A5114756284,Deyaan Guha,Deyaan Guha,
A5114975575,Sarah J Jerome,Sarah J Jerome; Sarah Jerome,
A5115819684,Johanna Matulonis,Johanna Matulonis,
A5000234658,Katherine Cahn-Fuller,Katherine Cahn‐Fuller,
A5000293640,Katie Piattelli,Katie Piattelli,
A5000345478,Nabeeha Haq,Nabeeha Haq,
A5000382152,Zi‐Peng Fan,Zi‐Peng Fan,
A5000589194,Dagmar Binge,Dagmar Binge,
A5000809630,Eliezer Shinnar,Eliezer Shinnar,
A5000888480,D Koepsell,D Koepsell,
A5001018640,David FreifelderP,David FreifelderP,
A5001157080,Mehraj R Awal,Mehraj R Awal,
A5001225599,V. Thirumulai,V. Thirumulai,
A5001233155,Kristin Wieneke,Kristin Wieneke,
A5001269540,Ayelet A Eden,Ayelet A Eden,
A5001299814,Kenneth A. Raskin,Kenneth A. Raskin,
A5001348904,Sara Scully,Sara Scully,
A5001359804,Margaret G. Wiley,Margaret G. Wiley,
A5001466200,D Baltimore,D Baltimore,
A5001744628,Cynthia S. D. Schweppe,Cynthia S. D. Schweppe,
A5001758362,Xiao-bing Ji,Xiao‐bing Ji,
A5001907157,Kathleen Taylor,Kathleen Taylor,
A5001938580,Emily Parodi,Emily Parodi,
A5001996727,Eva Y Chiu,Eva Y Chiu,
A5002085610,Cheryl Kreinbring,Cheryl Kreinbring,
A5002201129,Margaret Toscano,Margaret Toscano,
A5002339414,Steve Gulley,Steve Gulley,
A5002407389,Amy S. Y. Lee,Amy S. Y. Lee,
A5002512284,Rhea Small,Rhea Small,
A5002620514,JUDITH Y. BERNSTEIN,JUDITH Y. BERNSTEIN,
A5002698800,Jakov Kučan,Jakov Kučan,
A5002744698,Qingli Che,Qingli Che,
A5002899880,Tangqui Li,Tangqui Li,
A5003018838,Q-Han Park,Q‐Han Park,
A5003095945,Alexandra Kaganovich,Alexandra Kaganovich,
A5003376023,Kathleen K. Siwick,Kathleen K. Siwick,
A5003449339,Navneet Marwaha,Navneet Marwaha,
A5003707975,Rosalind Chait Barnet,Rosalind Chait Barnet,
A5003710156,Bomsol Lee,Bomsol Lee,
A5003805284,Kate Giapponi,Kate Giapponi,
A5003842994,S. Bessendorf,S. Bessendorf,
A5003873013,N. Sofen,N. Sofen,
A5003927726,Barbra Berwald,Barbra Berwald,
A5004121409,Kenneth B. Levine,Kenneth B. Levine,
A5004385488,Peter Conrad e Kristin K. Barker,Peter Conrad e Kristin K. Barker,
A5004393877,Linda Frisch,Linda Frisch,
A5004561634,Norman Ashoroft,Norman Ashoroft,
A5004662057,Katherine Herrington,Katherine Herrington,
A5004728278,April D. Chang,April D. Chang,
A5004741491,Amélie Oksnberg Rorty,Amélie Oksnberg Rorty,
A5004766748,Nicole D'Agostino,Nicole D'Agostino,
A5005001668,Phil Holberton,Phil Holberton,
A5005216805,Yevgeniya Golster,Yevgeniya Golster,
A5005248785,Alexander W. Darrow,Alexander W. Darrow,
A5005269750,Bradley E. Kosiba,Bradley E. Kosiba,
A5005368775,S. Zheng,S. Zheng,
A5005398822,Gajendrahar Dwivedi,Gajendrahar Dwivedi,
A5005400040,E Crain,E Crain,
A5005534404,Steven Sass,Steven Sass,
A5005653186,Noah Mark,Noah Mark,
A5005752193,Savso Strle,Savso Strle,
A5005875071,William F. Eicker,William F. Eicker,
A5006070886,Alfered L. Ivry,Alfered L. Ivry,
A5006113538,Samuel Mintzer Fuchs,Samuel Mintzer Fuchs,
A5006160402,Miriam P. Halperin,Miriam P. Halperin,
A5006430916,J Danner,J Danner,
A5006530821,Temitope Odunleye,Temitope Odunleye,
A5007010039,Keongmin Rim,Keongmin Rim,
A5007106406,Alma Berson,Alma Berson,
A5007287708,Beverly M. Ash,Beverly M. Ash,
A5007418581,KAREN S. ADLER,KAREN S. ADLER,
A5007424387,Catherine M. Spicer,Catherine M. Spicer,
A5007476057,B.A. Revill,B.A. Revill,
A5007491944,Jackie Blesso,Jackie Blesso,
A5007540597,Luis E. Yglesias,Luis E. Yglesias,
A5007553885,Anja Parish,Anja Parish,
A5007559972,A. Maskey,A. Maskey,
A5007561070,Jonathan Soo Hoo,Jonathan Soo Hoo,
A5007802582,Marcia Hood Brown,Marcia Hood Brown,
A5007810727,Shakara L Scott,Shakara L Scott,
A5008231056,Ellen P. Rayner,Ellen P. Rayner,
A5008335010,Mareshia Donald,Mareshia Donald,
A5008383133,F. Tomasz,F. Tomasz,
A5008452816,Cynthia E. Beam,Cynthia E. Beam,
A5008632575,Noah K. Gilman,Noah K. Gilman,
A5008689175,DonaldB. Giddon,DonaldB. Giddon,
A5008871560,Susan W. Tafler,Susan W. Tafler,
A5009072520,S. Gallion,S. Gallion,
A5009076767,Lindsay H. Mortenson,Lindsay H. Mortenson,
A5009107983,M. Cherniack,M. Cherniack,
A5009250318,K. Prem,K. Prem,
A5009254091,Gretchen Kellogg,Gretchen Kellogg,
A5009530761,Karin Felsher,Karin Felsher,
A5009636065,S. C. Blake,S. C. Blake,
A5009721339,James S. Saunders,James S. Saunders,
A5009791454,Kaylan S. Chakrabarti,Kaylan S. Chakrabarti,
A5009958569,Gunnar Dybwadi,Gunnar Dybwadi,
A5010108076,S J Whitfield,S J Whitfield,
A5010397939,Carlo Nicola Amapane,Carlo Nicola Amapane,
A5010573134,Nicole Ayasse,Nicole Ayasse,
A5010719035,Joe Crook,Joe Crook,
A5010846727,E. Galvez,E. Galvez,
A5010848121,Aryn L. Grossman,Aryn L. Grossman,
A5010931122,GregoryL. Freeze,GregoryL. Freeze,
A5010973828,Wanita Kumar,Wanita Kumar,
A5011016857,Ethan Masella,Ethan Masella,
A5011345704,Ronald von Fellenberg,Ronald von Fellenberg,
A5011478864,M.P. VAZE,M.P. VAZE,
A5011645091,Mercedes Hall,Mercedes Hall,
A5011731430,Theodore Schell,Theodore Schell,
A5011980576,Rthur Wingfield,Rthur Wingfield,
A5012075068,C H Kim,C H Kim,
A5012160804,Maitri Stiskin,Maitri Stiskin,
A5012360500,Janet Mosnaim,Janet Mosnaim,
A5012415290,Jared M. Clemens,Jared M. Clemens,
A5012438818,Anna Yatskar,Anna Yatskar,
A5013132512,J. Chen,J. Chen,
A5013201080,C. Hohenemmser,C. Hohenemmser,
A5013247395,NATASHA LEVIN,NATASHA LEVIN,
A5013322397,Wenqian An,Wenqian An,
A5013450049,D. SCHARDL,D. SCHARDL,
A5013531101,Livnat Herzig,Livnat Herzig,
A5013540186,Tereasa Ching Ho,Tereasa Ching Ho,
A5013824706,Jennifer L. Hefele,Jennifer L. Hefele,
A5013866069,Kathryn A. Piper,Kathryn A. Piper,
A5014087517,H. Wellenstein,H. Wellenstein,
A5014220356,SK Veerunaidu Subbiah,SK Veerunaidu Subbiah,
A5014381105,Laura Larenz,Laura Larenz,
A5014455440,Saied Shahraz,Saied Shahraz,
A5014556691,Danielle M. Maurice,Danielle M. Maurice,
A5014573676,Vassilios A. Rigas,Vassilios A. Rigas,
A5014619791,A. W. Sandoval,A. W. Sandoval,
